name,slug,homepage,version,active_installs,path
"Visual Composer Website Builder, Landing Page Builder, Custom Theme Builder, Maintenance Mode &amp; Coming Soon Pages",visualcomposer,https://visualcomposer.com/premium/?utm_source=vcwb&utm_medium=wpplugins&utm_campaign=vcbrand&utm_content=text,43.0,90000,plugins/zip/88/visualcomposer/visualcomposer.zip
"Astra Bulk Edit",astra-bulk-edit,http://www.wpastra.com/pro/,1.2.6,90000,plugins/zip/29/astra-bulk-edit/astra-bulk-edit.zip
"Brazilian Market on WooCommerce",woocommerce-extra-checkout-fields-for-brazil,https://github.com/claudiosanches/woocommerce-extra-checkout-fields-for-brazil,3.7.2,90000,plugins/zip/86/woocommerce-extra-checkout-fields-for-brazil/woocommerce-extra-checkout-fields-for-brazil.zip
"Discount Rules for WooCommerce",woo-discount-rules,http://www.flycart.org,2.4.0,90000,plugins/zip/53/woo-discount-rules/woo-discount-rules.zip
"Resize Image After Upload",resize-image-after-upload,https://wordpress.org/plugins/resize-image-after-upload/,1.8.6,90000,plugins/zip/21/resize-image-after-upload/resize-image-after-upload.zip
"Page and Post Clone",page-or-post-clone,https://wordpress.org/plugins/page-or-post-clone/,6.0,90000,plugins/zip/17/page-or-post-clone/page-or-post-clone.zip
"Widget Shortcode",widget-shortcode,,0.3.5,90000,plugins/zip/60/widget-shortcode/widget-shortcode.zip
"Cornerstone",cornerstone,http://archetyped.com/tools/cornerstone/,0.7.8,90000,plugins/zip/37/cornerstone/cornerstone.zip
"Export any WordPress data to XML/CSV",wp-all-export,http://www.wpallimport.com/upgrade-to-wp-all-export-pro/?utm_source=export-plugin-free&utm_medium=wp-plugins-page&utm_campaign=upgrade-to-pro,1.3.4,90000,plugins/zip/59/wp-all-export/wp-all-export.zip
"NextScripts: Social Networks Auto-Poster",social-networks-auto-poster-facebook-twitter-g,https://www.nextscripts.com/social-networks-auto-poster-for-wordpress,4.3.25,90000,plugins/zip/12/social-networks-auto-poster-facebook-twitter-g/social-networks-auto-poster-facebook-twitter-g.zip
"Starter Templates by Kadence WP",kadence-starter-templates,,1.2.13,90000,plugins/zip/4/kadence-starter-templates/kadence-starter-templates.zip
"Timely All-in-One Events Calendar",all-in-one-event-calendar,https://wordpress.org/plugins/all-in-one-event-calendar/,3.0.0,90000,plugins/zip/6/all-in-one-event-calendar/all-in-one-event-calendar.zip
"Comments &#8211; wpDiscuz",wpdiscuz,https://wpdiscuz.com/,7.3.17,90000,plugins/zip/84/wpdiscuz/wpdiscuz.zip
"HT Mega &#8211; Absolute Addons for Elementor Page Builder",ht-mega-for-elementor,https://wphtmega.com/,1.8.4,90000,plugins/zip/11/ht-mega-for-elementor/ht-mega-for-elementor.zip
"User Menus &#8211; Nav Menu Visibility",user-menus,https://wordpress.org/plugins/user-menus/,1.2.9,90000,plugins/zip/9/user-menus/user-menus.zip
"Crowdsignal Forms",crowdsignal-forms,https://crowdsignal.com/crowdsignal-forms/,1.6.0,90000,plugins/zip/6/crowdsignal-forms/crowdsignal-forms.zip
"Product Feed PRO for WooCommerce &#8211; Google Shopping, Facebook and many more",woo-product-feed-pro,https://www.adtribes.io/support/?utm_source=wpadmin&utm_medium=plugin&utm_campaign=woosea_product_feed_pro,11.5.1,90000,plugins/zip/4/woo-product-feed-pro/woo-product-feed-pro.zip
"Blogger Importer",blogger-importer,http://wordpress.org/extend/plugins/blogger-importer/,0.9,90000,plugins/zip/61/blogger-importer/blogger-importer.zip
"Jupiter X Core",jupiterx-core,https://jupiterx.com,1.16.2,90000,plugins/zip/51/jupiterx-core/jupiterx-core.zip
"Widget for Google Reviews",widget-google-reviews,https://richplugins.com/business-reviews-bundle-wordpress-plugin,2.1.5,90000,plugins/zip/11/widget-google-reviews/widget-google-reviews.zip
"Nested Pages",wp-nested-pages,http://nestedpages.com,3.1.20,90000,plugins/zip/77/wp-nested-pages/wp-nested-pages.zip
"Social Slider Feed",instagram-slider-widget,https://cm-wp.com/instagram-slider-widget,2.0.3,90000,plugins/zip/2/instagram-slider-widget/instagram-slider-widget.zip
"Login No Captcha reCAPTCHA",login-recaptcha,https://wordpress.org/plugins/login-recaptcha/,1.6.11,90000,plugins/zip/68/login-recaptcha/login-recaptcha.zip
"Contact Form 7 Extension For Mailchimp",contact-form-7-mailchimp-extension,https://renzojohnson.com/contributions/contact-form-7-mailchimp-extension,0.5.61,90000,plugins/zip/83/contact-form-7-mailchimp-extension/contact-form-7-mailchimp-extension.zip
"Advanced File Manager",file-manager-advanced,https://wordpress.org/plugins/file-manager-advanced,4.1.2,90000,plugins/zip/32/file-manager-advanced/file-manager-advanced.zip
"Brizy &#8211; Page Builder",brizy,https://brizy.io/,2.3.33,90000,plugins/zip/11/brizy/brizy.zip
"Schema &amp; Structured Data for WP &amp; AMP",schema-and-structured-data-for-wp,,1.9.95,90000,plugins/zip/49/schema-and-structured-data-for-wp/schema-and-structured-data-for-wp.zip
"Payment Plugins for Stripe WooCommerce",woo-stripe-payment,https://docs.paymentplugins.com/wc-stripe/config/,3.3.19,90000,plugins/zip/10/woo-stripe-payment/woo-stripe-payment.zip
"Mailgun for WordPress",mailgun,http://wordpress.org/extend/plugins/mailgun/,1.7.9,90000,plugins/zip/89/mailgun/mailgun.zip
"Public Post Preview",public-post-preview,https://dominikschilling.de/wp-plugins/public-post-preview/en/,2.9.3,90000,plugins/zip/40/public-post-preview/public-post-preview.zip
"Newsletter, SMTP, Email marketing and Subscribe forms by Sendinblue",mailin,https://www.sendinblue.com/?r=wporg,3.1.39,90000,plugins/zip/6/mailin/mailin.zip
"Advanced Contact form 7 DB",advanced-cf7-db,https://wordpress.org/plugins/advanced-cf7-db/,1.8.7,90000,plugins/zip/46/advanced-cf7-db/advanced-cf7-db.zip
"WP-DBManager",wp-dbmanager,https://lesterchan.net/portfolio/programming/php/,2.80.5,90000,plugins/zip/10/wp-dbmanager/wp-dbmanager.zip
"Checkout Fields Manager for WooCommerce",woocommerce-checkout-manager,https://quadlayers.com/portfolio/woocommerce-checkout-manager/,5.5.5,90000,plugins/zip/49/woocommerce-checkout-manager/woocommerce-checkout-manager.zip
"BlogVault WordPress Backup Plugin &#8211; Migration, Staging, and Backups",blogvault-real-time-backup,https://blogvault.net,4.77,90000,plugins/zip/73/blogvault-real-time-backup/blogvault-real-time-backup.zip
"Category Posts Widget",category-posts,https://wordpress.org/plugins/category-posts/,4.9.13,80000,plugins/zip/61/category-posts/category-posts.zip
"XML Sitemap Generator for Google",www-xml-sitemap-generator-org,https://XmlSitemapGenerator.org,2.0.3,80000,plugins/zip/21/www-xml-sitemap-generator-org/www-xml-sitemap-generator-org.zip
"NinjaFirewall (WP Edition) &#8211; Advanced Security Plugin and Firewall",ninjafirewall,https://nintechnet.com/,4.5.1,80000,plugins/zip/12/ninjafirewall/ninjafirewall.zip
"Product Import Export for WooCommerce",product-import-export-for-woo,https://wordpress.org/plugins/product-import-export-for-woo/,2.1.8,80000,plugins/zip/8/product-import-export-for-woo/product-import-export-for-woo.zip
"Categories to Tags Converter",wpcat2tag-importer,http://wordpress.org/extend/plugins/wpcat2tag-importer/,0.5,80000,plugins/zip/35/wpcat2tag-importer/wpcat2tag-importer.zip
"Social Feed Gallery",insta-gallery,https://quadlayers.com/portfolio/instagram-feed-gallery/,3.3.6,80000,plugins/zip/54/insta-gallery/insta-gallery.zip
"TaxoPress is the WordPress Tag, Category, and Taxonomy Manager",simple-tags,https://wordpress.org/plugins/simple-tags/,3.6.0,80000,plugins/zip/55/simple-tags/simple-tags.zip
"Blocksy Companion",blocksy-companion,,1.8.24,80000,plugins/zip/13/blocksy-companion/blocksy-companion.zip
"MailChimp List Subscribe Form",mailchimp,http://www.mailchimp.com/plugins/mailchimp-wordpress-plugin/,1.5.7,80000,plugins/zip/37/mailchimp/mailchimp.zip
"Variation Swatches for WooCommerce",variation-swatches-for-woocommerce,https://woosuite.com/plugins/woocommerce-variation-swatches/,2.1.5,80000,plugins/zip/58/variation-swatches-for-woocommerce/variation-swatches-for-woocommerce.zip
"Disable Comments",disable-comments-rb,https://robosoft.co/wordpress-plugins/disable-comments,1.0.18,80000,plugins/zip/84/disable-comments-rb/disable-comments-rb.zip
"Booster for WooCommerce",woocommerce-jetpack,https://booster.io,5.5.6,80000,plugins/zip/89/woocommerce-jetpack/woocommerce-jetpack.zip
"underConstruction",underconstruction,https://wordpress.org/plugins/underconstruction/,1.19,80000,plugins/zip/68/underconstruction/underconstruction.zip
"Contact Form by BestWebSoft &#8211; Advanced Contact Us Form Builder for WordPress",contact-form-plugin,https://bestwebsoft.com/products/wordpress/plugins/contact-form/,4.2.4,80000,plugins/zip/83/contact-form-plugin/contact-form-plugin.zip
"GenerateBlocks",generateblocks,https://generateblocks.com,1.4.2,80000,plugins/zip/65/generateblocks/generateblocks.zip
"Qi Addons For Elementor",qi-addons-for-elementor,https://qodeinteractive.com,1.5.2,80000,plugins/zip/40/qi-addons-for-elementor/qi-addons-for-elementor.zip
"kk Star Ratings",kk-star-ratings,https://github.com/kamalkhan/kk-star-ratings,5.2.9,80000,plugins/zip/30/kk-star-ratings/kk-star-ratings.zip
"WP-Members Membership Plugin",wp-members,https://rocketgeek.com,3.4.1.2,80000,plugins/zip/16/wp-members/wp-members.zip
"Go Live Update Urls",go-live-update-urls,https://onpointplugins.com/go-live-update-urls/,6.3.7,80000,plugins/zip/25/go-live-update-urls/go-live-update-urls.zip
"WordPress Ping Optimizer",wordpress-ping-optimizer,https://itspankajha.wordpress.com/donation/,2.35.1.2.3,80000,plugins/zip/8/wordpress-ping-optimizer/wordpress-ping-optimizer.zip
"Inline Related Posts",intelly-related-posts,http://intellywp.com/intelly-related-posts/,3.0.9,80000,plugins/zip/55/intelly-related-posts/intelly-related-posts.zip
"oAuth Twitter Feed for Developers",oauth-twitter-feed-for-developers,,2.3.0,80000,plugins/zip/9/oauth-twitter-feed-for-developers/oauth-twitter-feed-for-developers.zip
"WP Hide &amp; Security Enhancer",wp-hide-security-enhancer,https://wp-hide.com/,1.7.6,80000,plugins/zip/18/wp-hide-security-enhancer/wp-hide-security-enhancer.zip
"Auto Featured Image (Auto Post Thumbnail)",auto-post-thumbnail,https://cm-wp.com/apt,3.9.9,80000,plugins/zip/21/auto-post-thumbnail/auto-post-thumbnail.zip
"Disable REST API",disable-json-api,http://www.binarytemplar.com/disable-json-api,1.7,80000,plugins/zip/84/disable-json-api/disable-json-api.zip
"Companion Auto Update",companion-auto-update,http://codeermeneer.nl/portfolio/companion-auto-update/,3.8.5,80000,plugins/zip/79/companion-auto-update/companion-auto-update.zip
"amr shortcode any widget",amr-shortcode-any-widget,http://webdesign.anmari.com/shortcode-any-widget/,4.0,80000,plugins/zip/23/amr-shortcode-any-widget/amr-shortcode-any-widget.zip
"WP Google Fonts",wp-google-fonts,http://adrian3.com/projects/wordpress-plugins/wordpress-google-fonts-plugin/,3.1.5,80000,plugins/zip/19/wp-google-fonts/wp-google-fonts.zip
"Easy SSL Plugin for SAKURA Rental Server",sakura-rs-wp-ssl,https://help.sakura.ad.jp/hc/ja/articles/115000047641,1.4.0,80000,plugins/zip/63/sakura-rs-wp-ssl/sakura-rs-wp-ssl.zip
"Image optimization &amp; Lazy Load by Optimole",optimole-wp,,3.3.5,80000,plugins/zip/52/optimole-wp/optimole-wp.zip
"Advanced Database Cleaner",advanced-database-cleaner,https://sigmaplugin.com/downloads/wordpress-advanced-database-cleaner,3.0.4,80000,plugins/zip/47/advanced-database-cleaner/advanced-database-cleaner.zip
"Ivory Search &#8211; WordPress Search Plugin",add-search-to-menu,https://ivorysearch.com,5.4.5,80000,plugins/zip/83/add-search-to-menu/add-search-to-menu.zip
"LuckyWP Table of Contents",luckywp-table-of-contents,https://theluckywp.com/product/table-of-contents/,2.1.4,80000,plugins/zip/29/luckywp-table-of-contents/luckywp-table-of-contents.zip
"Increase Maximum Upload File Size",upload-max-file-size,https://wordpress.org/plugins/upload-max-file-size/,2.0.4,80000,plugins/zip/39/upload-max-file-size/upload-max-file-size.zip
"Form Maker by 10Web &#8211; Mobile-Friendly Drag &amp; Drop Contact Form Builder",form-maker,https://10web.io/plugins/wordpress-form-maker/?utm_source=form_maker&utm_medium=free_plugin,1.14.10,80000,plugins/zip/40/form-maker/form-maker.zip
"Custom Login Page Customizer",login-customizer,https://loginpress.pro/?utm_source=login-customizer-lite&utm_medium=plugin-url-link,2.1.8,80000,plugins/zip/6/login-customizer/login-customizer.zip
"WP-Polls",wp-polls,https://lesterchan.net/portfolio/programming/php/,2.75.6,80000,plugins/zip/33/wp-polls/wp-polls.zip
"ووکامرس فارسی",persian-woocommerce,https://woosupport.ir,5.8.0,80000,plugins/zip/28/persian-woocommerce/persian-woocommerce.zip
"WP Post Page Clone",wp-post-page-clone,https://wordpress.org/plugins/wp-post-page-clone,1.2,80000,plugins/zip/29/wp-post-page-clone/wp-post-page-clone.zip
"To Top",to-top,https://catchplugins.com/plugins/to-top/,2.4,80000,plugins/zip/31/to-top/to-top.zip
"If Menu &#8211; Visibility control for Menu Items",if-menu,https://layered.market/plugins/if-menu,0.16.2,80000,plugins/zip/18/if-menu/if-menu.zip
"WooLentor &#8211; WooCommerce Elementor Addons + Builder",woolentor-addons,https://woolentor.com/,2.2.4,80000,plugins/zip/53/woolentor-addons/woolentor-addons.zip
"API KEY for Google Maps",api-key-for-google-maps,http://wpgeodirectory.com/,1.2.1,80000,plugins/zip/65/api-key-for-google-maps/api-key-for-google-maps.zip
"Fast Velocity Minify",fast-velocity-minify,http://fastvelocity.com,3.2.6,80000,plugins/zip/65/fast-velocity-minify/fast-velocity-minify.zip
"Captcha Code",captcha-code-authentication,http://www.vinojcardoza.com/captcha-code-authentication/,2.7,80000,plugins/zip/18/captcha-code-authentication/captcha-code-authentication.zip
"YITH WooCommerce Ajax Search",yith-woocommerce-ajax-search,https://yithemes.com/themes/plugins/yith-woocommerce-ajax-search/,1.18.0,80000,plugins/zip/89/yith-woocommerce-ajax-search/yith-woocommerce-ajax-search.zip
"Woody code snippets &#8211; Insert Header Footer Code, AdSense Ads",insert-php,https://woodysnippet.com/,2.4.4,80000,plugins/zip/75/insert-php/insert-php.zip
"One Click Accessibility",pojo-accessibility,https://wpaccessibility.io/?utm_source=wp-plugins&utm_campaign=plugin-uri&utm_medium=wp-dash,2.0.3,80000,plugins/zip/76/pojo-accessibility/pojo-accessibility.zip
"Hide Title",hide-title,http://dojodigital.com,1.0.8,80000,plugins/zip/57/hide-title/hide-title.zip
"Defender Security &#8211; Malware Scanner, Login Security &amp; Firewall",defender-security,https://wpmudev.com/project/wp-defender/,2.8.0,70000,plugins/zip/29/defender-security/defender-security.zip
"WP STAGING &#8211; Backup Duplicator &amp; Migration",wp-staging,https://wordpress.org/plugins/wp-staging,2.9.8,70000,plugins/zip/11/wp-staging/wp-staging.zip
"Blog2Social: Social Media Auto Post &amp; Scheduler",blog2social,https://www.blog2social.com,6.9.4,70000,plugins/zip/35/blog2social/blog2social.zip
"Slider by Soliloquy &#8211; Responsive Image Slider for WordPress",soliloquy-lite,https://soliloquywp.com,2.6.2,70000,plugins/zip/75/soliloquy-lite/soliloquy-lite.zip
"Shariff Wrapper",shariff,https://wordpress.org/plugins-wp/shariff/,4.6.7,70000,plugins/zip/47/shariff/shariff.zip
"Quick Adsense",quick-adsense,http://quickadsense.com/,2.8.2,70000,plugins/zip/4/quick-adsense/quick-adsense.zip
"Collapse-O-Matic",jquery-collapse-o-matic,https://pluginoven.com/plugins/collapse-o-matic/,1.8.2,70000,plugins/zip/56/jquery-collapse-o-matic/jquery-collapse-o-matic.zip
"Manage Notification E-mails",manage-notification-emails,https://www.freeamigos.nl/wp-plugins/manage-notification-emails/1.8.2,1.8.2,70000,plugins/zip/67/manage-notification-emails/manage-notification-emails.zip
"FluentSMTP &#8211; WP Mail SMTP, Amazon SES, SendGrid, MailGun and Any SMTP Connector Plugin",fluent-smtp,https://fluentsmtp.com,2.1.1,70000,plugins/zip/77/fluent-smtp/fluent-smtp.zip
"Reveal IDs",reveal-ids-for-wp-admin-25,https://www.schloebe.de/wordpress/reveal-ids-for-wp-admin-25-plugin/,1.5.4,70000,plugins/zip/31/reveal-ids-for-wp-admin-25/reveal-ids-for-wp-admin-25.zip
"User Registration &#8211; Custom Registration Form, Login Form And User Profile For WordPress",user-registration,https://wpeverest.com/plugins/user-registration,2.1.5.1,70000,plugins/zip/61/user-registration/user-registration.zip
"Ajax Search Lite",ajax-search-lite,http://wp-dreams.com,4.9.5,70000,plugins/zip/12/ajax-search-lite/ajax-search-lite.zip
"PDF Flipbook, 3D Flipbook WordPress &#8211; DearFlip",3d-flipbook-dflip-lite,,1.7.25,70000,plugins/zip/14/3d-flipbook-dflip-lite/3d-flipbook-dflip-lite.zip
"Media Library Assistant",media-library-assistant,http://davidlingren.com/#two,2.99,70000,plugins/zip/66/media-library-assistant/media-library-assistant.zip
"Direct Checkout for WooCommerce",woocommerce-direct-checkout,https://quadlayers.com/documentation/woocommerce-direct-checkout/,2.6.0,70000,plugins/zip/35/woocommerce-direct-checkout/woocommerce-direct-checkout.zip
"Advanced Import : One Click Import for WordPress or Theme Demo Data",advanced-import,https://addonspress.com/item/advanced-import,1.3.5,70000,plugins/zip/33/advanced-import/advanced-import.zip
"Polylang Connect for Elementor &#8211; Templates Translation &amp; Language Switcher",connect-polylang-elementor,https://github.com/creame/connect-polylang-elementor,2.0.8,70000,plugins/zip/16/connect-polylang-elementor/connect-polylang-elementor.zip
"Email Encoder &#8211; Protect Email Addresses and Phone Numbers",email-encoder-bundle,https://wordpress.org/plugins/email-encoder-bundle/,2.1.3,70000,plugins/zip/14/email-encoder-bundle/email-encoder-bundle.zip
"3D FlipBook &#8211; PDF Flipbook Viewer, Flipbook Image Gallery",interactive-3d-flipbook-powered-physics-engine,http://3dflipbook.net/,1.12.3,70000,plugins/zip/68/interactive-3d-flipbook-powered-physics-engine/interactive-3d-flipbook-powered-physics-engine.zip
"Custom Login Page Customizer by Colorlib",colorlib-login-customizer,,1.3.1,70000,plugins/zip/69/colorlib-login-customizer/colorlib-login-customizer.zip
"Conditional Menus",conditional-menus,https://themify.me/conditional-menus,1.2.0,70000,plugins/zip/27/conditional-menus/conditional-menus.zip
"FancyBox for WordPress",fancybox-for-wordpress,https://wordpress.org/plugins/fancybox-for-wordpress/,3.3.3,70000,plugins/zip/9/fancybox-for-wordpress/fancybox-for-wordpress.zip
"Migrate Guru: Migrate &amp; Clone WordPress Free",migrate-guru,https://www.migrateguru.com,4.72,70000,plugins/zip/29/migrate-guru/migrate-guru.zip
"WP Store Locator",wp-store-locator,,2.2.235,70000,plugins/zip/56/wp-store-locator/wp-store-locator.zip
"Virtue/Ascend/Pinnacle Toolkit",virtue-toolkit,,4.9.6,70000,plugins/zip/23/virtue-toolkit/virtue-toolkit.zip
"Advanced iFrame",advanced-iframe,https://1.envato.market/VDRDJ,2022.2,70000,plugins/zip/27/advanced-iframe/advanced-iframe.zip
"Dokan &#8211; Best WooCommerce Multivendor Marketplace Solution &#8211; Build Your Own Amazon, eBay, Etsy",dokan-lite,https://wordpress.org/plugins/dokan-lite/,3.4.1,70000,plugins/zip/31/dokan-lite/dokan-lite.zip
"Disable Emojis (GDPR friendly)",disable-emojis,https://geek.hellyer.kiwi/plugins/disable-emojis/,1.7.4,70000,plugins/zip/34/disable-emojis/disable-emojis.zip
"Flexible Checkout Fields for WooCommerce",flexible-checkout-fields,https://www.wpdesk.net/products/flexible-checkout-fields-pro-woocommerce/,3.2.2,70000,plugins/zip/0/flexible-checkout-fields/flexible-checkout-fields.zip
"Advanced Woo Search",advanced-woo-search,,2.51,70000,plugins/zip/25/advanced-woo-search/advanced-woo-search.zip
"Simple Calendar &#8211; Google Calendar Plugin",google-calendar-events,https://simplecalendar.io,3.1.36,70000,plugins/zip/43/google-calendar-events/google-calendar-events.zip
"Claudio Sanches &#8211; Correios for WooCommerce",woocommerce-correios,https://github.com/claudiosanches/woocommerce-correios,3.8.0,70000,plugins/zip/75/woocommerce-correios/woocommerce-correios.zip
"Social Media Widget",social-media-widget,http://wordpress.org/extend/plugins/social-media-widget/,4.0.6,70000,plugins/zip/71/social-media-widget/social-media-widget.zip
"WPZOOM Social Feed Widget",instagram-widget-by-wpzoom,https://www.wpzoom.com/plugins/instagram-widget/,1.9.5,70000,plugins/zip/6/instagram-widget-by-wpzoom/instagram-widget-by-wpzoom.zip
"Grow Social",social-pug,https://marketplace.mediavine.com/grow-social-pro/,1.20.0,70000,plugins/zip/53/social-pug/social-pug.zip
"Popups for Divi",popups-for-divi,https://divimode.com/divi-popup/?utm_source=wpadmin&utm_medium=link&utm_campaign=popups-for-divi,3.0.5,70000,plugins/zip/82/popups-for-divi/popups-for-divi.zip
"Exclude Pages",exclude-pages,http://wordpress.org/extend/plugins/exclude-pages/,1.92,70000,plugins/zip/2/exclude-pages/exclude-pages.zip
"Contact Form 7 add confirm",contact-form-7-add-confirm,http://www.eyeta.jp/archives/908,5.1,70000,plugins/zip/41/contact-form-7-add-confirm/contact-form-7-add-confirm.zip
"ActiveCampaign &#8211; Forms, Site Tracking, Live Chat",activecampaign-subscription-forms,http://www.activecampaign.com/apps/wordpress,8.1.9,70000,plugins/zip/31/activecampaign-subscription-forms/activecampaign-subscription-forms.zip
"wp-jalali",wp-jalali,http://wp-persian.com/wp-jalali,5.0.1,70000,plugins/zip/54/wp-jalali/wp-jalali.zip
"Display PHP Version",display-php-version,,1.7,70000,plugins/zip/82/display-php-version/display-php-version.zip
"Remove Category URL",remove-category-url,http://valeriosouza.com.br/portfolio/remove-category-url/,1.1.6,70000,plugins/zip/61/remove-category-url/remove-category-url.zip
"WP ULike &#8211; Most Advanced WordPress Marketing Toolkit",wp-ulike,https://wpulike.com/?utm_source=wp-plugins&utm_campaign=plugin-uri&utm_medium=wp-dash,4.5.9,70000,plugins/zip/26/wp-ulike/wp-ulike.zip
"Ninja Tables &#8211; Best WP DataTables Plugin for WordPress",ninja-tables,https://wpmanageninja.com/downloads/ninja-tables-pro-add-on/,4.1.14,70000,plugins/zip/9/ninja-tables/ninja-tables.zip
"WP fail2ban",wp-fail2ban,https://wp-fail2ban.com/,4.4.0.4,70000,plugins/zip/77/wp-fail2ban/wp-fail2ban.zip
"SiteGround Migrator",siteground-migrator,http://siteground.com,1.0.29,70000,plugins/zip/39/siteground-migrator/siteground-migrator.zip
"Smart Floating / Sticky Buttons &#8211; Call, Sharing, Chat Widgets &amp; More – Buttonizer",buttonizer-multifunctional-button,https://buttonizer.pro,2.6.6,70000,plugins/zip/59/buttonizer-multifunctional-button/buttonizer-multifunctional-button.zip
"Default featured image",default-featured-image,http://wordpress.org/extend/plugins/default-featured-image/,1.7.1,70000,plugins/zip/85/default-featured-image/default-featured-image.zip
"WP SMTP",wp-smtp,,1.2.4,70000,plugins/zip/4/wp-smtp/wp-smtp.zip
"Jetpack Boost",jetpack-boost,https://jetpack.com/boost,1.4.1,70000,plugins/zip/38/jetpack-boost/jetpack-boost.zip
"Import and export users and customers",import-users-from-csv-with-meta,https://www.codection.com,1.19.2.1,70000,plugins/zip/84/import-users-from-csv-with-meta/import-users-from-csv-with-meta.zip
"Easy Social Feed &#8211; Social Photos Gallery &#8211; Post Feed &#8211; Like Box",easy-facebook-likebox,https://wordpress.org/plugins/easy-facebook-likebox,6.3.4,70000,plugins/zip/72/easy-facebook-likebox/easy-facebook-likebox.zip
"Change wp-admin login",change-wp-admin-login,https://wordpress.org/plugins/change-wp-admin-login/,1.0.6,70000,plugins/zip/20/change-wp-admin-login/change-wp-admin-login.zip
"PowerPack Addons for Elementor",powerpack-lite-for-elementor,https://powerpackelements.com,2.6.11,70000,plugins/zip/70/powerpack-lite-for-elementor/powerpack-lite-for-elementor.zip
"Contextual Related Posts",contextual-related-posts,https://webberzone.com/plugins/contextual-related-posts/,3.1.1,70000,plugins/zip/74/contextual-related-posts/contextual-related-posts.zip
"WordPress Real Cookie Banner: GDPR (DSGVO) &amp; ePrivacy Cookie Consent",real-cookie-banner,https://devowl.io/wordpress-real-cookie-banner/,2.16.2,70000,plugins/zip/13/real-cookie-banner/real-cookie-banner.zip
"Categories Images",categories-images,http://zahlan.net/blog/categories-images/,3.0.1,70000,plugins/zip/27/categories-images/categories-images.zip
"Widget Context",widget-context,https://widgetcontext.com,1.3.2,70000,plugins/zip/56/widget-context/widget-context.zip
"WP Featherlight &#8211; A Simple jQuery Lightbox",wp-featherlight,https://wpfeatherlight.cipherdevelopment.com,1.3.4,70000,plugins/zip/49/wp-featherlight/wp-featherlight.zip
"Re-add text underline and justify",re-add-underline-justify,https://www.b-website.com/re-add-text-underline-and-justify,0.3,70000,plugins/zip/55/re-add-underline-justify/re-add-underline-justify.zip
"Embed Any Document &#8211; Embed PDF, Word, PowerPoint and Excel Files",embed-any-document,http://awsm.in/embed-any-documents,2.7.1,70000,plugins/zip/76/embed-any-document/embed-any-document.zip
"Feed Them Social &#8211; for Twitter feed, Youtube and more",feed-them-social,https://feedthemsocial.com/,2.9.8,70000,plugins/zip/21/feed-them-social/feed-them-social.zip
"Revision Control",revision-control,https://dd32.id.au/wordpress-plugins/revision-control/,2.3.2,70000,plugins/zip/48/revision-control/revision-control.zip
"Disable XML-RPC Pingback",disable-xml-rpc-pingback,,1.2.2,70000,plugins/zip/5/disable-xml-rpc-pingback/disable-xml-rpc-pingback.zip
"Schema &#8211; All In One Schema Rich Snippets",all-in-one-schemaorg-rich-snippets,https://www.brainstormforce.com,1.6.4,70000,plugins/zip/37/all-in-one-schemaorg-rich-snippets/all-in-one-schemaorg-rich-snippets.zip
"Featured Image from URL (FIFU)",featured-image-from-url,https://fifu.app/,3.9.1,70000,plugins/zip/42/featured-image-from-url/featured-image-from-url.zip
"Astra Customizer Reset",reset-astra-customizer,https://wpastra.com/,1.0.5,70000,plugins/zip/83/reset-astra-customizer/reset-astra-customizer.zip
"CMS Tree Page View",cms-tree-page-view,https://github.com/jchristopher/cms-tree-page-view,1.6.4,70000,plugins/zip/8/cms-tree-page-view/cms-tree-page-view.zip
"Advanced Shipment Tracking for WooCommerce",woo-advanced-shipment-tracking,https://www.zorem.com/products/woocommerce-advanced-shipment-tracking/,3.3.2,60000,plugins/zip/79/woo-advanced-shipment-tracking/woo-advanced-shipment-tracking.zip
"LoftLoader",loftloader,http://www.loftocean.com/,2.3.8,60000,plugins/zip/16/loftloader/loftloader.zip
"Optimus &#8211; WordPress Image Optimizer",optimus,https://optimus.io,1.6.1,60000,plugins/zip/57/optimus/optimus.zip
"Themify Portfolio Post",themify-portfolio-post,,1.1.9,60000,plugins/zip/73/themify-portfolio-post/themify-portfolio-post.zip
"Proxy Cache Purge",varnish-http-purge,https://github.com/ipstenu/varnish-http-purge/,5.1.0,60000,plugins/zip/68/varnish-http-purge/varnish-http-purge.zip
"Bold Page Builder",bold-page-builder,,4.2.1,60000,plugins/zip/13/bold-page-builder/bold-page-builder.zip
"SMTP Mailer",smtp-mailer,https://wphowto.net/smtp-mailer-plugin-for-wordpress-1482,1.1.3,60000,plugins/zip/71/smtp-mailer/smtp-mailer.zip
"Super Progressive Web Apps",super-progressive-web-apps,https://superpwa.com/?utm_source=superpwa-plugin&utm_medium=plugin-uri,2.2.3,60000,plugins/zip/11/super-progressive-web-apps/super-progressive-web-apps.zip
"Search Exclude",search-exclude,http://wordpress.org/plugins/search-exclude/,1.2.6,60000,plugins/zip/77/search-exclude/search-exclude.zip
"MailerLite &#8211; Signup forms (official)",official-mailerlite-sign-up-forms,,1.5.3,60000,plugins/zip/40/official-mailerlite-sign-up-forms/official-mailerlite-sign-up-forms.zip
"Sumo &#8211; Boost Conversion and Sales",sumome,https://sumo.com,1.31,60000,plugins/zip/2/sumome/sumome.zip
